nro_conabip,nombre,id_departamento,fecha_fundacion,mail
3901,Asoc.y Bib.Pop. Juan Salvador Gaviota,06568,1997-01-27,biblioteca_jsgaviota@hotmail.com
3885,Bib. Pop. y Ctro. Cult. Almafuerte,06574,1980-01-01,biblioalma@yahoo.com.ar
195,Bib.Pop.Pub. José R. de Erenchun,06574,1907-04-14,biberenchu@copesnet.com.ar
2277,Bib.Pop.Pub. José Hernández,06581,1980-01-01,
197,Bib.Pop. Andrés Ferreyra,06581,1980-01-01,
1309,Bib.Pop. José M. Estrada,06581,1926-04-03,joseestrada@arnet.com.ar.
1710,Bib.Pop. D.F.Sarmiento,06581,1932-09-11,
3552,Bib. Pop. de Quequén,06581,1980-01-01,biblioquequen@hotmail.com
135,Bib.Pop. D.F.Sarmiento,06595,1980-01-01,
201,Bib.Pop. Ferroviaria M.Gandhi,06595,1904-06-20,bibliotecaferroviaria@hotmail.com
202,Bib.Pop. Armando Collinet,06595,1909-07-25,
3652,Bib. Pop. Héctor N. Amoroso,06595,1996-02-01,biblioteca_amoroso@yahoo.com.ar
3811,Bib.Pop. Independencia,06595,1998-11-25,biblioindependencia@hotmail.com
3889,Bib.Pop. 1 de Mayo,06595,1980-01-01,
4176,Bib.Pop. Coty Laborde,06595,1980-01-01,
4371,Bib.Pop. Vecinal Don Helios Eseverri,06595,2010-09-24,
3939,Bib.Pop. Sierra Chica,06595,1999-12-13,
2371,Bib. Pop. Sierras Bayas,06595,1948-04-25,bibliotecasb@yahoo.com.ar
4384,BP Del Otro Lado del Arbol,06595,2021-08-23,delotroladodelarbolenolavarria@gmail.com
1246,Bib.Pop. Cervantes,06602,1927-10-12,bibpopcervantes@yahoo.com.ar
2646,Bib.Pop. Nuestra Señora de Luján,06609,1952-06-29,bibliotecamadero@live.com.ar
1633,Bib.Pop. D.F.Sarmiento,06609,1931-12-03,
215,Bib.Pop. Bernardino Rivadavia,06609,1910-06-11,bibrivadavia@gmail.com
3255,Bib.Pop. Dr. Dardo Rocha,06609,1993-08-12,biblioteca3255@yahoo.com.ar
2073,Bib.Pop. Bartolomé Mitre,06616,1914-10-11,
1977,Bib.Pop. Melchor Echague,06623,1933-07-09,
1743,Bib.Pop. Almafuerte,06623,1926-12-01,bibliomo@hotmail.com
213,Bib.Pop.Pub.Mun. Dr. Menéndez,06623,1900-10-19,bibliotecamenendez@yahoo.com.ar
1452,Bib.Pop. José Manuel Estrada,06623,1929-09-11,
3966,Bib.Pop. P.U.M.A.,06638,2002-03-29,bibliopuma@yahoo.com.ar
4250,Bib. Pop. Javier Velázquez,06638,2007-05-15,marianoadot6@yahoo.com.ar
4366,Bib.Pop. y Casa de la Cult. Estación Manzanares,06638,2001-09-05,bibliotecamanzanares@hotmail.com
898,Bib.Pop. Bartolomé Mitre,06638,1922-03-12,bibliotecapilar@yahoo.com.ar
4344,Bib.Pop. Palabras del Alma,06638,2008-05-18,biblioteca.palabrasdelalma@gmail.com
2984,Bib.Pop. Presidente Derqui,06638,1978-01-03,
3912,Bib.Pop. de Ostende,06644,1980-01-01,
2887,Bib.Pop. Manuel Belgrano,06644,1970-06-20,biblioteca@telpin.com.ar
3968,Casa de la Cult. y Bib.Pop. José Hernández,06651,1990-04-09,casadelacultura2002@yahoo.com.ar
4222,Bib.Pop. Sur,06651,1988-01-08,bibliotecapopularsur@yahoo.com.ar
2158,Bib.Pop. Bernardino Rivadavia,06651,1930-01-22,
2209,Bib.Pop. Mariano Moreno,06655,1941-07-19,
98,Bib.Pop. José Manuel Estrada,06658,1980-01-01,
1988,Mariano Moreno,06658,1932-08-21,
3984,Bib.Pop. Fundaterra,06091,1980-01-01,bibliotecafundaterra@yahoo.com.ar
2090,Bib.Pop. de Don Bosco,06658,1972-07-28,bibbosco@hotmail.com
3752,Bib.Pop. de Ezpeleta Alfonsina Storni,06658,1998-08-17,bastorni@yahoo.com.ar
3878,Bib.Pop. Atahualpas,06658,1980-01-01,
2788,Bib.Pop. Pedro Goyena,06658,1959-08-15,bibliotecapopularpedrogoyena@yahoo.com.ar
3969,Bib. Pop. Los Cooperarios,06658,2000-05-02,bibliotecapopularcooperarios@yahoo.com.ar
4156,Asoc.y Bib.Pop. Dr. Juan Martín Vilaseca,06658,1980-01-01,bibliotecajmvilaseca@gmail.com
4311,Bib.Pop. del Río de Quilmes,06658,2011-12-07,delriobiblioteca@yahoo.com.ar
3040,Bib.Pop. Juan Bautista Alberdi,06028,1984-09-28,
3585,Bib.Pop. Joan Rico de Bahia,06028,1994-04-23,
3793,Bib.Pop. Rincón de luz,06665,1999-05-25,
2554,Bib.Pop. José Manuel Estrada,06665,1951-08-11,
3794,Bib.Pop. Carlos Angel González,06665,1999-06-26,
3157,Bib.Pop. Fortunato Zampa,06665,1995-10-25,bibliozampa@hotmail.com
221,Bib.Pop. Guido y Spano,06672,1920-03-20,bibliotecapopulargsrauch@gmail.com
4205,Ropero Comunitario y Bib. Pop. Eva Perón,06672,2001-02-20,bibliotecaevaperon.rauch@yahoo.com.ar
3697,Bib.Mun.Pop. Dr. Tomás Jofre,06679,1980-01-01,bibliomunicipal.rivadavia@gmail.com
3829,Bib.Pop. Juan Bautista Alberdi de Rojas,06686,1932-02-28,
2341,Bib. Pop. Esteban Echeverría,06693,1946-06-29,giseafrica@yahoo.com.ar
262,Bib.Pop. Juan Bautista Alberdi,06700,1942-11-22,
210,Bib.Pop. D.F.Sarmiento,06700,1914-01-03,bib.sarmiento.pigue@gmail.com
236,Bib.Pop. Juan Bautista Alberdi,06700,1916-05-15,biblioteca_jbalberdi@yahoo.com.ar
2428,Bib.Pop.Mun. Bartolomé Mitre,06707,1980-01-01,
4127,Bib.Pop. Renacer,06714,1980-01-01,renacer465adulce@hotmail.com.ar
233,Bib.Pop. Dr. Tristán G. Lobos,06714,1901-09-14,
232,Bib.Pop. Alberdi,06728,1980-01-01,
230,Bib.Pop. Belgrano,06735,2006-11-06,rot14@hotmail.com
2815,Bib.Pop. Mariano Moreno,06735,1957-12-01,bmarianomoreno@yahoo.com.ar
2115,Bib.Pop. Bernardino Rivadavia,06742,1940-07-28,
3403,Bib.Pop. D.F.Sarmiento,06742,1980-01-01,
3659,Bib.Pop. Delta del Paraná (Bibliolancha,06749,1997-11-14,
231,Bib.Pop. Juan N. Madero,06749,,noticiasmadero@gmail.com
3743,Bib.Pop.y Soc.Fom. Santa Genoveva,06749,1980-01-01,
3790,Bib. Pop. de San Fernando Leopoldo Murcho,06749,1980-01-01,
2022,Bib.Pop. Rómulo S. Naón,06749,1939-01-14,bpromulonaon@gmail.com
4030,Bib.Pop. Dra. Alicia Moreau de Justo,06749,2000-10-10,
4031,Bib.Pop. La Casa de las palabras,06749,2001-11-16,
3060,Bib.Pop. Club de madres de B.Sauce,06756,1980-01-01,
4061,Bib.Pop.y Ctro. Cultural de Beccar,06756,1982-05-23,
4188,Bib.Pop. Cava Joven,06756,1980-01-01,bpcavajoven@yahoo.com.ar
192,Bib.Pop. Bernardino Rivadavia,06756,1913-07-28,
223,Bib.Pop. Juan M. de Pueyrredón,06756,,
3690,Bib.Pop. de la Ribera,06756,1980-01-01,
3866,Bib.Pop. La Calabria Popular,06756,1980-01-01,
287,Bib.Pop. Gral. San Martín,06371,1914-10-04,bibliopopsanmartin2001@yahoo.com.ar
4175,Bib.Pub.Pop. Parlante Nuevo Ser,06371,1980-01-01,biblosnuevoser@hotmail.com
4393,La Carcova,06371,2022-07-19,
3628,Bib. Pop. Roberto Clemente,06371,1980-01-01,
3960,Bib.Pop. Martín Fierro,06371,1980-01-01,
1242,Bib.Pop. Juan Bautista Alberdi,06371,1927-02-23,bpalberdi@gmail.com
2830,Bib.Pop. Maestro Diego Pombo,06371,1964-11-15,bibliopombo@gmail.com
4178,Bib.Pop. Profesor Carlos Serraz,06371,1980-01-01,humbertobielli@hotmail.com
1178,Bib.Pop. Bernardino Rivadavia,06371,1925-07-09,bibliotecarivadavia@yahoo.es
3473,Bib.Pop. Maestra María Silva,06371,1945-04-22,chapmaris@hotmail.com
3728,Bib.Esc.Pop. Fray Mocho,06371,1980-01-01,
3994,Bib. Pop. Rioplatense,06371,2000-08-19,bibliorioplatense@hotmail.com
4071,Bib.Pop. y Cen.Cul Villa Humberto,06371,1980-01-01,
4073,Bib.Pop. José Murillo,06371,1980-01-01,bibliomurillo@yahoo.com.ar
3644,Bib.Pop. Hist. E. I. Munzon,06760,1996-07-08,bphmunzon@hotmail.com
3658,Bib.Pop.y C.Rec. Entre todos,06760,1995-08-26,bibliotecaentretodos@yahoo.com.ar
4212,Bib.Pop. y Cen. Recr. El faro,06760,1980-01-01,bpelfaro@gmail.com
125,Bib.Pop.Mun. D.F.Sarmiento,06760,1913-06-13,bibliotecadfs@hotmail.com
2691,Bib.Pop. Rafael de Aguiar,06763,1947-04-24,
4116,Bib. Pop. Barrio del Carmen,06763,2000-07-07,bibdelcarmen709@gmail.com
226,Bib.Pop. Rafael Obligado,06770,,
1228,Bib.Pop. D.F.Sarmiento,06770,1927-04-28,bibliotecadfsarmiento@gmail.com
997,Bib.Pop. D.F.Sarmiento,06778,1923-04-08,bpsarkorn@yahoo.com.ar
1921,Bib.Pop. Bartolomé Mitre,06778,1936-05-03,
1502,Bib.Pop.y Museo José Manuel Estrada,06784,1930-09-26,bibliotecaymuseo@yahoo.com.ar
4367,Bib.Pop. La Vieja Escuela,06791,2011-09-24,biblioviejaescuela@gmail.com
1627,Bib.Pop. José Ingenieros,06791,1932-06-01,
238,Bib.Pop. Juan Bautista Alberdi,06791,1916-05-26,bibliotecajbalberdi@yahoo.com.ar
240,Bib.Pop. Bernardino Rivadavia,06791,1908-06-21,bpbrtandil@hotmail.com
1194,Bib.Pop. Juan Antonio Salceda,06791,1919-06-06,
3001,Biblioteca Popular Sarmiento- Villa Italia- Tandil,06791,1980-01-01,bibliotecasarmiento1940@yahoo.com.ar
3010,Bib.Pop. Ernesto Valor,06791,1978-09-20,biblioteca_valor@hotmail.com
3075,Bib.Pop. Juan L. Vatuone,06791,1984-07-15,tcdehesa@yahoo.com.ar
3302,Bib.Pop.Mun.Asoc.A. Sala abierta de lectura Inf-Juv,06791,1988-05-15,
3802,Bib.Pop. Paula Albarracín de Sarmiento,06791,1998-07-18,bpalbarracin@yahoo.com.ar
3906,Bib.Pop. Bepo Ghezzi,06791,1999-12-04,bibliotecaghezzi@gmail.com
3945,Bib.Pop. Monseñor Luis J. Actis,06791,1995-11-17,
4132,Bib. Pop. de las Mujeres,06791,1980-01-01,
4230,Bib. Pop. Martín Fierro,06791,1980-01-01,
3173,Bib.Pop.Mun. José Hernández,06798,1980-01-01,biblio@tapalque.mun.gba.gov.ar
3050,Bib.Pop. Ricardo Güiraldes,06805,1985-06-05,biblios@netben.com.ar
3689,Bib.Pop. José Ingenieros,06805,1993-09-25,bpjingenieros@hotmail.com
4005,Bib. Pop. Mariano Moreno,06805,1980-01-01,bibliotecammoreno@hotmail.com
4319,Bib.Pop. y Museo del Cine Leonardo Favio,06805,2008-07-05,
3318,Bib.Pop.y C.Cult. El talar,06805,1992-05-20,bibliotecaeltalar@yahoo.com.ar
2863,Bib.Pop. Juan José Castelli,06805,1969-04-18,
3650,Bib. Pop. Unión de Educ. de Tigre,06805,1980-01-01,
3768,Bib.Pop. Lopez Camelo,06805,1999-03-03,
3475,Bib.Pop. Ricardo Rojas,06805,1996-10-10,
957,Bib.Pop. D.F.Sarmiento,06805,1916-09-16,
4216,Bib.Pop. Troncos del Talar,06805,2003-08-02,bibliotroncos@yahoo.com.ar
4292,Ctro. Cult. Com. y Bib. Pop. Caraguatá,06805,2008-03-27,comunitariocaraguata@yahoo.com.ar
4352,Bib. Pop. Seamos Libres,06805,2014-10-07,bpseamoslibres@yahoo.com
3770,Bib.Mun.Pop. José Manuel Estrada,06812,1980-01-01,
3262,Bib.Pop. Gral. San Martín,06819,1980-01-01,bibliotecasaldungaray@gmail.com
3296,Bib.Pop. Mariano Moreno,06819,1993-10-18,labibliomoreno@gmail.com
966,Bib.Pop. Ernesto Tornquist,06819,1917-04-01,bibliotecatornquist@yahoo.com.ar
4120,Bib.Pop. Macedonio Fernández,06819,2001-08-06,bpmacedonio@gmail.com
244,Bib.Pop.Pub. Rivadavia,06826,1903-05-17,bibliotecarivadavia_tl@yahoo.com.ar
2405,Bib.Pop. Bartolomé Mitre,06826,1937-01-01,
3837,Bib.Pop. Dr. Bernardo A. Houssay,06833,1971-08-08,bibliohoussay@yahoo.com.ar
3616,Bib.Pop. Almafuerte,06833,1963-03-13,
4017,Bib.Pop. Luz y Cultura,06833,1935-05-02,biblioluzycultura@hotmail.com
1299,Bib.Pop.Pub. Amigos del libro,06833,1927-08-27,catriel_h@hotmail.com
3383,Bib.Pop. Un mundo de libros,06833,1994-07-02,biblioretaunmuli@3net.com.ar
3267,Bib.Pop. San Francisco de Bellocq,06833,1993-09-30,bibsanfrabe@yahoo.com.ar
259,Bib.Pop. D.F.Sarmiento,06833,,bibsarmiento@3net.com.ar
1388,Bib.Pop. José Ingenieros,06833,1930-05-10,marialemorcillo@gmail.com
4221,Bib. Pop. La tranquera,06833,1980-01-01,bibliotecalatranquera@hotmail.com
4348,Bib.Pop. Hugo Delgiorgio,06833,2006-07-08,bibliotecahdelgiorgio@gmail.com
115,Bib.Pop. Juan Bautista Alberdi,06840,1914-04-03,bpalberdi@yahoo.com.ar
1028,Bib.Pop. Bartolomé Mitre,06840,1921-07-24,lamitredecaseros@gmail.com
2275,Bib. Pop. Patria y labor,06840,1944-01-02,bibitalar@hotmail.com
3727,Bib.Pop. 15 de Agosto,06840,1997-08-15,biblo15deagosto@hotmail.com
4193,Bib.Pop. General San Martín,06840,1946-03-20,bibpopsanmartin@gmail.com
4020,Bib. Pop. Ciudad Jardín,06840,2001-09-11,
2711,Bib.Pop. José Ingenieros,06840,1925-02-11,biblioteca_jose_ingenieros@yahoo.com.ar
860,Asoc.Cultural y Bib.Pop. Mariano Moreno,06840,1920-11-11,bpmoreno@hotmail.com
1191,Inst.y Bib.Pop. Almafuerte,06840,1926-10-12,biblioalmafuerte@hotmail.com
2107,Bib.Pop. Bernardino Rivadavia,06847,1939-09-29,
3880,Bib.Pop. Nora Bombelli,06861,1999-10-16,
1019,Bib.Pop. Vicente López y Planes,06861,1921-10-09,
4129,Bib.Pop. Arandú,06861,1980-01-01,bibliotecapopulararandu@hotmail.com
4210,Bib. Pop. Sudestada,06861,2008-04-21,bpsudestada@yahoo.com.ar
3830,Bib.Pop. Bernardo Delom,06861,1958-07-15,bibliotecapopularbdelom@yahoo.com.ar
2928,Bib.Pop. Leon Adolfo Vienni,06861,1975-04-29,
2954,Bib.Pop. Rafael Obligado,06868,1975-12-28,
4195,Asoc.de Fomento Atlantica y Biblioteca Popular,06868,1980-01-01,
3648,Bib.Pop. Argerich,06875,1997-03-15,
3254,Bib.Pop. Hilario Ascasubi,06875,1982-06-20,bibliotecaascasubi2019@gmail.com
3797,Bib.Pop.Esc. Cervantes,06875,1967-07-15,
2040,Bib.Pop. Bartolomé Mitre,06875,1939-04-24,bbcamitre@yahoo.com.ar
914,Bib.Pop. D.F.Sarmiento,06882,1922-01-17,cpcultura@hotmail.com
3871,Bib.Pop. Juventudes Ambateñas,10007,1980-01-01,
729,Bib.Pop. D.F.Sarmiento,10021,,
749,Bib.Pop. Obispo Esquiu,10035,1916-04-16,
3747,Bib. Pop. Julio Ricardo Figueroa,10035,1980-01-01,
3701,Bib.Pop. Salvador B. Herrera,10035,1980-01-01,
3560,Bib.Pop. Casa de la Cultura,10035,1996-08-02,
1045,Bib.Pop. Manuel Lainez,10035,1924-09-24,
730,Bib.Pop. D.F.Sarmiento,10042,1980-01-01,bibliochum@yahoo.com.ar
3494,Bib.Pop. del Valle,10042,1995-11-23,
740,Bib.Pop. José M. Ramos Mejia,10042,1912-02-22,
3526,Bib.Pop. J. M. Estrada,10042,1980-01-01,
2365,Bib.Pop. Manuel Ponferrada,10049,1942-08-31,
3655,Bib.Pop. E. H. Mateo de Barros,10049,1980-01-01,
3660,Bib.Pop. Eulalia A. de Vildoza,10049,1997-10-23,
3712,Bib.Pop. San Luis Gonzaga,10049,1980-01-01,
3541,Bib.Pop. F. E. Casillo,10056,1980-01-01,
3017,Bib.Pop. María de las Nieves Medina,10063,1979-08-13,
2958,Bib.Pop. Alfonso de Jesús Robles,10063,1965-03-20,bibpop-lacarrera@yahoo.com.ar
2991,Bib.Pop. Esquiu,10063,1979-04-20,bibliotecaesquiu2991@yahoo.com.ar
2850,Bib.Pop. Juana R. Ahumada,10070,1980-01-01,
3653,Bib.Pop. Julio Pascual Robin,10070,1980-01-01,
3542,Bib.Pop. Tte.Coronel.M.D.S.Villafañe,10077,1996-10-15,
1020,Bib.Pop. Rafael Castillo,10077,1921-11-02,
4272,Biblioteca Popular Dr. Adán Quiroga,10084,2007-11-16,
3471,Bib.Pop. Pbro. Ramón Rosa Barros,10084,1992-10-19,
3579,Bib.Pop. San Roque,10063,1980-01-01,
742,Bib.Pop. Rafael Castillo,10091,1912-10-28,
3469,Bib.Pop. Luis Leopoldo Franco,10098,1980-01-01,bibliotecapopularfranco@hotmail.com
3654,Bib.Pop. Santa Rosa de Lima,10098,1997-03-15,bibliotecasantarosa@yahoo.com.ar
3630,Bib.Pop. Los Altos,10098,1997-09-21,
862,Bib.Pop. Carlos Guido Spano,10084,1918-08-18,
1377,Bib.Pop. Florentino Ameghino,10091,1928-09-23,
1053,Bib.Pop. Dr. A. del Pino,10105,1924-07-24,
3577,Bib.Pop. Pedro Salomon Chade,10112,1980-01-01,
3554,Bib.Mun.Pop. El motimo,10112,1980-01-01,
3493,Bib. Pop. Dr. Ramón S. Castillo,10112,1995-12-15,
2967,Bib.Pop. Segundo N. Herrera,10112,1980-01-01,bibliotecapopularsumalao@hotmail.com
3393,Bib.Pub. Pop. Elba Ezquer de Quevedo,22036,1960-05-25,
3310,Bib.Pop.Pub. Augusto Raúl Cortazar,22039,1981-09-03,biblpoparc@yahoo.com.ar
3389,Bib.Pop. Rubén D. Dalla Fontana,22168,1995-09-23,gladysf_cajcepn7@yahoo.com.ar
3325,Bib.Púb. Pop. Juan Bautista Alberdi,22105,1940-11-10,
3344,Asoc.Amig.Bib.Pop.Esc.Tec.Nº 5 Ing. Juan Col,22105,1980-01-01,biblioteca-eet5@hotmail.com
3409,Bib.Pop.Esc. Constancio C.Vigil,22105,1974-05-13,bibliovigil21@gmail.com
3507,Bib.Esc.Pop. Prof. Hugo D .Iglesia,22105,1991-08-28,fanischlegel@hotmail.com
3553,Bib.Pub.Pop. General Julio de Vedia,22014,1980-01-01,
4105,Asc.Civ.Bib.Pop. La Leonesa,22014,2004-03-09,bibliotecalaleonesa@yahoo.com.ar
2999,Bib.Pub. Pop. Gaspar Benavento,22014,1980-01-01,
3465,Bib. Pop. Pub. Juan M. de Pueyrredón,22028,1966-08-17,bibliotecapueyrredon@gmail.com
3671,Bib.Esc.Pop. Pedro Miguel Obligado,22028,1980-04-24,
3672,Bib.Esc.Pop. E.E.G.B.Nº 32 L.Roque Gondra,22028,1980-01-01,
2996,Bib.Esc. Pop. Monseñor de Carlo,22021,1980-01-01,
3003,Bib. Pop. Pub. Ana B. de Pibernus,22021,1980-01-01,bibliotecapibernus@hotmail.com
3491,Asoc.Amigos de la Bib.Pub.Pop.Marta Alcira Salotti,22043,1980-01-01,
3004,Bib.Pop.Pub. Monseñor J. Alumni,22049,1980-04-30,josealumnibp72@gmail.com
3548,Bib. Pop. Alejandro Maria Aguado,22056,1980-01-01,bibliotecaaguado_lv@hotmail.com
3456,Bib. Pub. Pop.  Jaime Homar,22056,1980-01-01,bcajaimehomar@yahoo.com.ar
2907,Bib.Pop.Esc. Gral. Martín Güemes,22063,1980-01-01,bcapopularcastellichaco@yahoo.com.ar
2297,Bib.Pop. Esc. Escuela Nº 421,22084,1945-04-01,bibciervopetiso@yahoo.com.ar
3457,Bib.Pop.Esc. D.Agueda Gomez de Tuckey,22084,1980-01-01,bibliotecatuckey@live.com.ar
3459,Bib. Pub. Pop. Juana P. Manso Noronha,22084,1980-01-01,bibnoronha@yahoo.com.ar
3673,Bib.Esc.Pop. El zapallar,22084,1980-01-01,bibliotecabp136@hotmail.com.ar
3675,Bib.Esc.Pop. Prim. Nº 555 D. M. Sarmiento,22084,1980-01-01,
3612,Bib.Pub.Pop. Fray Rafael Gobelli,22084,1980-01-01,
3439,Bib. Pop. Pub. Almafuerte,22098,1960-05-11,3439bp@gmail.com
3458,Bib.Pop.Esc. Asoc. A. J. L. Borges,22098,1976-09-24,anexo@vai.com.ar
3555,Bib.Esc.Pop. Maestro Sarmiento,22098,1981-11-23,
3492,Bib. Pub. Pop. Cervantes,22112,1975-06-15,bib_cervantes@yahoo.com.ar
3353,Asoc.Amig.Bib.Pop.Pub. José Manuel Estrada,22119,1967-07-16,bib_pop_estrada_plaza@hotmail.com
3014,Bib.Pop. Ilda Nelly Yuspa,22133,1982-03-01,
3582,Bib.Pub.Pop. Mayor L. J. Fontana,22133,1960-08-27,bibliotecafontana@gmail.com
3674,Bib. Pub. Pop. Humberto Benito Andolfi,22133,1980-01-01,andolfibiblioteca@hotmail.com
783,Bib.Pub. Pop. Mariano Moreno,22140,1980-01-01,bibliommoreno@hotmail.com
3450,Bib.Pop.Esc. Juan Ramón Lestani,22140,1980-01-01,bib.juanramonlestani@hotmail.com
4313,Bib.Pop.Asoc.Amigos Escuela Nº 43,22140,1981-08-10,bibliotecamalvinas@hotmail.com
992,Bib.Pub. Pop. Bartolomé E. Pisarello,22140,1923-12-13,bipisarello@yahoo.com.ar
3005,Bib.Pub. Pop. Centenario de la creación del Chaco,22140,1972-12-27,delcentenario1@hotmail.com
779,Bib.Pop. Bernardino Rivadavia,22140,1909-09-18,biblio80rivadavia@yahoo.com.ar
780,Bib. Esc. Pop.  Benjamín Zorrilla,22140,1901-10-20,
2198,Bib.Pop. Esc. Enrique Lynch Arribalzaga,22140,1942-09-28,bcalynch50@yahoo.com.ar
2549,Bib.Pop. Esc. Prisciliano Pérez,22140,1980-01-01,
2608,Bib.Pop. Esc. Remedios E. de San Martín,22140,1951-12-01,bibliotecaremediosdeescalada@yahoo.com.ar
2686,Bib.Pop.Tec. Gral. Manuel Belgrano,22140,1925-05-22,bibliotecabelgrano@gmail.com
2692,Asoc. Amigos.Bib.Pub.Pop. Prof. Leopoldo Herrera,22140,1955-11-18,bib.herrera2692@hotmail.com
3009,Bib.Pop. Celmira G. de Cabral,22140,1972-10-28,bepcgc@yahoo.com.ar
3148,Bib.Pop. Hipólito Yrigoyen,22140,1986-01-21,nuestrabiblio@hotmail.com
3184,Bib. Pop. Juan B. Justo,22140,1980-01-01,
3281,Bib.Pop.Esc. Dr. J. A. Torres,22140,1980-01-01,bibliotecapopulartorres@yahoo.com.ar
3343,Bib.Pub.Pop. Profesor N. Rojas Acosta,22140,1957-12-21,
3345,Bib. Pop. Esc. Lidia Guasti de Rodriguez,22140,1975-05-09,biblioguasti@yahoo.com.ar
3349,Asoc.Amig.Bib.Pop.Esc. Alfonsina Storni,22140,1961-07-05,bibpopesas@hotmail.com
3384,Asoc.Amigos.Bib.Pub.Pop. Gral. M. Belgrano,22140,1980-01-01,
3418,Bib.Pub. Pop. Josefa Lema de Urdapilleta,22140,1961-08-14,bibliotecaurdapilleta@hotmail.com.ar
3432,Bib.Pop.Esc. Herminia C. Brumana,22140,1970-11-12,bibpopbrumana@hotmail.com
3437,Bib.Pop.Esc. El principito,22140,1980-01-01,biblioprin@yahoo.com.ar
3446,Bib.Pop.Esc. Bartolomé Mitre,22140,1980-01-01,bibliope_bartolomemitre@hotmail.com
3453,Bib.Pop.Pub. Evita,22140,1987-12-07,popularevita2012@yahoo.com.ar
3477,Bib.Pop.Pub. Juan Domingo Perón,22140,1991-02-05,bcaperon@yahoo.com.ar
3534,Bib.Esc.Pop. Alfredo Veirave,22140,1984-03-05,bca_alfredoveirave@hotmail.com
3535,Bib. Esc. Pop. Padre A. de Barzana,22140,1970-05-18,bibliotecabarzana@hotmail.com
3543,Bib.Pop.Esc. Gob. Manuel Obligado,22140,1961-02-09,bibliobligado@hotmail.com
3564,Bib.Pub.Pop. Domingo Savio,22140,1980-01-01,
3670,Bib.Esc.Pop. D.F.Sarmiento,22140,1980-01-01,
2185,Bib.Pub. Pop. Dr. José Ingenieros,22147,1943-06-06,biblioteca113@yahoo.com.ar
3460,Bib. Pop. Esc. Nº 223 Wolf Schcolnik,22154,1981-11-23,meduc.bibws@ecomchaco.com.ar
3549,Bib.Pop.Pub. D.Capozzolo,22154,1971-05-05,domingocapozzolo@yahoo.es
3000,Bib.Pub.Pop. Ricardo Güiraldes,22154,1975-11-12,bibricardoguiraldes@yahoo.com.ar 
3510,Bib.Pop. El porvenir,26007,1980-01-01,
3711,Bib. Pop. Agustín Pujol,26007,1980-01-01,
4180,Asoc. Civil y BiB P Gral Martín Miguel de Güemes,26007,1980-01-01,
4259,Bib.Pop. General Manuel Belgrano,26007,2008-01-15,bibliotecachubutparatodos@hotmail.com
4326,Bib.Pop. Gral. Don José Francisco de San Martín,26007,1994-06-23,
4339,BIb. Pop. D. Raúl Alfonsín,26007,2011-02-14,bibliotecaraulalfonsinmadryn@hotmail.com
3277,Bib.Pop. Asunción Cobo,26007,1980-01-01,bibliotecacobo@gmail.com
3959,Bib.Pop. Ruca Raqui Zuam,26014,1980-01-01,bibliotecarucaraquizuam@hotmail.com.ar
4306,Bib. pop. Auca Lihuen de Villa El Blanco,26014,2011-04-30,bpelblanco@hotmail.com
4047,Bib.Pop. Rincón de Libros,26014,2001-11-04,bibrincon@gmail.com
3821,Bib.Pop. El Maitén,26014,1993-08-12,bibliotecapopularelmaiten@gmail.com
4161,Bib. Pop. de Buenos Aires Chico-Niños Lectores,26014,1980-01-01,
3257,Bib.Pop. Angélica R. Nievas,26014,1980-01-01,
3037,Bib.Pop. Lago Puelo,26014,1980-01-01,biblagopuelo@yahoo.com.ar
3316,Bib.Pop. Sofía Moll de Milton,26021,1993-03-23,
3506,Bib. Pop. Jorge Troncoso,26021,1980-01-01,bcapoptroncoso@hotmail.com
3569,Bib.Pub.Pop. de la Municip.de C.Rivadavia,26021,1980-01-01,
3800,Bib.Pop. Darío Hugo Fernández,26021,1992-05-01,
3899,Bib.Pop. Elum Duham,26021,1996-02-17,ledmuriel@yahoo.com
4331,Bib.Pop. Astra,26021,2007-10-28,hola@labibliotecadeastra.com
4249,Bib. Pop. Tolkeyén,26035,2007-05-15,bibliotecatolkeyen@yahoo.com.ar
3773,Bib. Pop. Perito Francisco Pascacio Moreno,26035,1951-03-05,
3638,Bib.Pop. 28 de Julio,26042,1980-01-01,
2414,Bib.Pop. D.F.Sarmiento,26042,1943-03-12,
3041,Bib.Pop. Ricardo J. Berwyn,26042,1939-07-20,bibliopopberwyn@gmail.com
3235,Bib.Pop. Asencio Abeijon,26077,1991-04-12,
3378,Bib.Pop. del Barrio Luis Vernet,26077,1980-01-01,karinaovelar@hotmail.com
4143,Bib. Pop. Soldado Caído S. Antieco,26077,1980-01-01,biblioteca_simon@hotmail.com
1819,Bib.Pop. Agustín Alvarez,26077,1934-07-08,bpaatw@gmail.com
3080,Bib.Pop. Francisco Guerra,26077,1984-09-21,bibpopfcoguerra84@hotmail.com
3202,Bib.Pop. Raúl Scalabrini Ortíz,26077,1991-04-15,
3244,Bib.Pop. Gonzalo Delfino,26077,1987-08-17,
3256,Bib.Pop. Rosa de Amaya,26077,1980-01-01,
3355,Bib.Pop. José Hernández,26077,1980-01-01,
3607,Bib.Pop. Ceferino Namuncura,26077,1983-09-06,
3632,Bib.Pop. Barrio Progreso,26077,1980-01-01,bibloprogreso4@hotmail.com
